AL	colony	33.941	-86.902	2	1
AL	columbia	31.295	-85.11	4	1
AL	columbiana	33.191	-86.616	18	1
AL	concord	33.462	-87.04	3	0
AL	coosada	32.495	-86.327	7	1
AL	cordova	33.762	-87.199	6	1
AL	cottondale	33.193	-87.455	3	0
AL	cottonwood	31.054	-85.3	6	1
AL	county line	33.819	-86.715	1	1
AL	courtland	34.67	-87.328	3	1
AL	cowarts	31.206	-85.31	8	1
AL	creola	30.874	-88.01	16	1
AL	crossville	34.283	-86	8	1
AL	cuba	32.441	-88.375	4	1
AL	cullman	34.177	-86.841	23	1
AL	cullomburg	31.713	-88.292	5	0
AL	cusseta	32.788	-85.306	3	1
AL	dadeville	32.826	-85.776	16	1
AL	daleville	31.292	-85.712	14	1
AL	daphne	30.626	-87.882	19	1
AL	dauphin island	30.251	-88.171	6	1
AL	daviston	33.057	-85.634	9	1
AL	dayton	32.351	-87.642	1	1
AL	deatsville	32.589	-86.389	5	1
AL	decatur	34.573	-86.99	55	1
AL	deer park	31.218	-88.328	3	0
AL	delta	33.441	-85.676	8	0
AL	demopolis	32.5	-87.827	18	1
AL	detroit	34.027	-88.168	1	1
AL	dodge city	34.043	-86.886	4	1
AL	dora	33.728	-87.081	8	1
AL	dothan	31.234	-85.407	90	1
AL	double springs	34.15	-87.389	5	1
AL	douglas	34.168	-86.323	3	1
AL	dozier	31.505	-86.369	3	1
AL	dunnavant	33.495	-86.54	19	0
AL	dutton	34.606	-85.912	1	1
AL	eagle point	33.401	-86.677	2	0
AL	east brewton	31.091	-87.055	3	1
AL	east point	34.191	-86.792	1	0
AL	eclectic	32.64	-86.041	4	1
AL	edgewater	33.53	-86.953	1	0
AL	edwardsville	33.884	-85.414	16	1
AL	egypt	34.076	-86.165	9	0
AL	elba	31.417	-86.077	15	1
AL	elberta	30.374	-87.596	7	1
AL	eldridge	33.923	-87.623	1	1
AL	elkmont	34.933	-86.977	2	1
AL	elmore	32.557	-86.341	6	1
AL	emelle	32.729	-88.316	0	1
